date,product_code,registration_no,company,company_en,company_raw,commodity,commodity_mn,product_type,grade,grade_mn,contract_type,bidders,start_price,deal_price,currency,price_unit,total_value,premium_pct,lots,quantity_t,quantity_source,quality
2026-09-02,C01-2026090201,ER-26174,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,4,1150.0,1405.0,CNY,тонн,17984000.0,22.17,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-01,C02-2026090101,KH-26015,Хангад Эксплорэйшн ХХК,Khangad Exploration,Хангад Эксплорэйшн ХХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,3,950.0,1205.0,CNY,тонн,15424000.0,26.84,2.0,12800.0,reported,
2026-08-31,C01-2026083101,ER-26173,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1150.0,1515.0,CNY,тонн,19392000.0,31.74,2.0,12800.0,reported,
2026-08-28,FE03-2026082801,ECM-26-131,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,70.5,USD,тонн,465300.0,8.46,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-08-28,C03-2026082802,2631-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,138.0,194.5,USD,тонн,12448000.0,40.94,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-28,C03-2026082801,2630-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,138.0,198.5,USD,тонн,2540800.0,43.84,2.0,12800.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-28,C01-2026082803,ER-26172,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,1000.0,1405.0,CNY,тонн,17984000.0,40.5,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-08-27,FE02-2026082702,DMP-2669,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,3,58.0,58.0,USD,тонн,3288600.0,0.0,18.0,56700.0,reported,"Fe 58% (дундаж) | S 2.5% (дундаж) | H2O 2.5% (дундаж) | Al2О3 2.0% (дундаж) | SiO2 5.0% (дундаж) | TiO2 0.1% (дундаж) | P 0.01% (дундаж) | Ширхэглэл 0-10 мм (нунтаг), 10-40 мм (бүхэл)"
2026-08-27,FE02-2026082701,DMP-2668,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,3,58.0,60.0,USD,тонн,3402000.0,3.45,18.0,56700.0,reported,"Fe 58% (дундаж) | S 2.5% (дундаж) | H2O 2.5% (дундаж) | Al2О3 2.0% (дундаж) | SiO2 5.0% (дундаж) | TiO2 0.1% (дундаж) | P 0.01% (дундаж) | Ширхэглэл 0-10 мм (нунтаг), 10-40 мм (бүхэл)"
2026-08-27,C10-2026082702,2631-WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,4,63.9,71.1,USD,тонн,4550400.0,11.27,10.0,64000.0,reported,Ash (db): ≤25.0 | Total moisture (ar): ≤9.0 | Volatile (daf): <37.0 | Total sulphur (db): ≤1.0 | G index: ≤20 | Calorific value (ar): ≥6000
2026-08-27,C03-2026082701,2629-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,7,138.0,190.5,USD,тонн,6096000.0,38.04,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-27,C01-2026082703,ER-26171,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,1000.0,1340.0,CNY,тонн,17152000.0,34.0,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-08-26,FE03-2026082601,ECM-26-130,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,71.5,USD,тонн,471900.0,10.0,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-08-26,FE02-2026082604,DMP-2667,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,2,58.0,58.5,USD,тонн,3474900.0,0.86,18.0,59400.0,reported,"Fe 58% (дундаж) | S 2.5% (дундаж) | H2O 2.5% (дундаж) | Al2О3 2.0% (дундаж) | SiO2 5.0% (дундаж) | TiO2 0.1% (дундаж) | P 0.01% (дундаж) | Ширхэглэл 0-10 мм (нунтаг), 10-40 мм (бүхэл)"
2026-08-26,FE02-2026082603,DMP-2666,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,2,58.0,58.0,USD,тонн,3445200.0,0.0,18.0,59400.0,reported,"Fe 58% (дундаж) | S 2.5% (дундаж) | H2O 2.5% (дундаж) | Al2О3 2.0% (дундаж) | SiO2 5.0% (дундаж) | TiO2 0.1% (дундаж) | P 0.01% (дундаж) | Ширхэглэл 0-10 мм (нунтаг), 10-40 мм (бүхэл)"
2026-08-26,FE02-2026082602,DMP-2665,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,2,58.0,58.0,USD,тонн,3445200.0,0.0,18.0,59400.0,reported,"Fe 58% (дундаж) | S 2.5% (дундаж) | H2O 2.5% (дундаж) | Al2О3 2.0% (дундаж) | SiO2 5.0% (дундаж) | TiO2 0.1% (дундаж) | P 0.01% (дундаж) | Ширхэглэл 0-10 мм (нунтаг), 10-40 мм (бүхэл)"
2026-08-26,CU01-2026082601,ERD-09-2026,Эрдэнэт Үйлдвэр ТӨҮГ,Erdenet Mining Corporation,Эрдэнэт Үйлдвэр ТӨҮГ,Copper,Зэс,Баяжмал,Copper concentrate (22.35% Cu),22.35%-ийн зэсийн агуулгатай баяжмал,Форвард,2,3288.81,3448.81,USD,тонн,24996975.0,4.86,8.0,7248.0,reported,Зэс /Cu/ 22.35% | Мөнгө /Ag/ 78 гр/тн | Хүнцэл /As/ <0.3% | Чийглэг /moisture/ 9.4% | Молибден /Мо/ <0.15% | Төмөр /Fe/ <30% | Цайр /Zn/ <0.7% | Хар тугалга /Pb/ <1.4% | Хүхэр /S/ <37% | Алт /Au/ <0.3 гр/тн | Хөнгөн цагаан /Al/ <2.0%
2026-08-26,C03-2026082601,2628-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,138.0,186.5,USD,тонн,11936000.0,35.14,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-26,C02-2026082602,2635-13 WCO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,4,121.4,166.4,USD,тонн,10649600.0,37.07,10.0,64000.0,reported,Ash (db): ≤12 | Total moisture (ar): ≤10.0 | Volatile (daf): >28.0 | Total sulphur (db): ≤ 0.85 | G index (5:1): ≥75
2026-08-26,C01-2026082603,ER-26170,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,4,1000.0,1285.0,CNY,тонн,16448000.0,28.5,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-08-25,C10-2026082502,2630-WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,4,63.9,70.5,USD,тонн,4512000.0,10.33,10.0,64000.0,reported,Ash (db): ≤25.0 | Total moisture (ar): ≤9.0 | Volatile (daf): <37.0 | Total sulphur (db): ≤1.0 | G index: ≤20 | Calorific value (ar): ≥6000
2026-08-25,C03-2026082501,2627-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,138.0,185.0,USD,тонн,5920000.0,34.06,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-25,C02-2026082503,KH-26014,Хангад Эксплорэйшн ХХК,Khangad Exploration,Хангад Эксплорэйшн ХХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,4,850.0,1210.0,CNY,тонн,15488000.0,42.35,2.0,12800.0,reported,"Ash (dry, %) ≤ 9.5% | Volatile matter (dry, ash free basis, %) > 28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥65"
2026-08-24,FE03-2026082401,ECM-26-129,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,71.5,USD,тонн,471900.0,10.0,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-08-24,C10-2026082404,ER-26169,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,5,480.0,525.0,CNY,тонн,10080000.0,9.38,3.0,19200.0,reported,"Ash (dry, %) ≤ 23.0% | Volatile matter (dry, ash free basis, %) ≤ 37.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture (as received, %) ≤ 9.0% | Calorific Value (Kcal/kg) ≈5500"
2026-08-24,C04-2026082403,26116-13 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,4,97.7,122.7,USD,тонн,47116800.0,25.59,60.0,384000.0,reported,"Ash (db):  16.5 (-2.5, +3.0) | Total moisture (ar): 5.0 (-2.0, +3.0) | Volatile (daf):  >28.0-37.0 | Total sulphur (db): 1.1 (-0.3, +0.5) | G-index (5:1): >65.0"
2026-08-24,C03-2026082401,2626-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,138.0,193.0,USD,тонн,12352000.0,39.86,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-24,C02-2026082402,2634-13 WCO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,3,121.4,161.4,USD,тонн,10329600.0,32.95,10.0,64000.0,reported,Ash (db): ≤12 | Total moisture (ar): ≤10.0 | Volatile (daf): >28.0 | Total sulphur (db): ≤ 0.85 | G index (5:1): ≥75
2026-08-21,C03-2026082103,2625-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,138.0,185.0,USD,тонн,5920000.0,34.06,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-21,C03-2026082102,2624-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,138.0,182.5,USD,тонн,2336000.0,32.25,2.0,12800.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-21,C01-2026082101,ER-26168,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,4,950.0,1275.0,CNY,тонн,16320000.0,34.21,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-08-20,FE03-2026082001,ECM-26-128,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,70.5,USD,тонн,465300.0,8.46,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-08-20,C10-2026082002,2629-WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,4,63.9,71.4,USD,тонн,4569600.0,11.74,10.0,64000.0,reported,Ash (db): ≤25.0 | Total moisture (ar): ≤9.0 | Volatile (daf): <37.0 | Total sulphur (db): ≤1.0 | G index: ≤20 | Calorific value (ar): ≥6000
2026-08-20,C03-2026082001,2623-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,138.0,178.5,USD,тонн,11424000.0,29.35,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-08-19,FE03-2026081901,ECM-26-127,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,71.5,USD,тонн,471900.0,10.0,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-08-19,C04-2026081906,TTOA-2026-033,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,8,93.0,131.5,USD,тонн,13465600.0,41.4,16.0,102400.0,reported,"Ash (db): 23.57 (-2.0, +3.0) | Volatile (daf): 31.05 (-2.0, +2.0) | Total sulphur (db): 1.01 (-0.3, +0.2) | G-index (5:1): 76.0 (-10.0, +4.0) | Total moisture (ar): 1.3 (-0.5, +2.5) | Y- index ≤25mm"
2026-08-19,C04-2026081905,TTOA-2026-032,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,10,93.0,142.5,USD,тонн,14592000.0,53.23,16.0,102400.0,reported,"Ash (db): 23.57 (-2.0, +3.0) | Volatile (daf): 31.05 (-2.0, +2.0) | Total sulphur (db): 1.01 (-0.3, +0.2) | G-index (5:1): 76.0 (-10.0, +4.0) | Total moisture (ar): 1.3 (-0.5, +2.5) | Y- index ≤25mm"
2026-08-19,C04-2026081904,TTOA-2026-031,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,6,93.0,134.0,USD,тонн,134643200.0,44.09,157.0,1004800.0,reported,"Ash (db): 23.57 (-2.0, +3.0) | Volatile (daf): 31.05 (-2.0, +2.0) | Total sulphur (db): 1.01 (-0.3, +0.2) | G-index (5:1): 76.0 (-10.0, +4.0) | Total moisture (ar): 1.3 (-0.5, +2.5) | Y- index ≤25mm"
2026-08-19,C03-2026081902,2622-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,8,138.0,175.5,USD,тонн,5616000.0,27.17,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
